Intersecti,Intersec_1,the_geom,NodeNumber,TurnRestri,P_X,P_Y,Street1,Street2,EditDate,created_us,created_da,last_edite,last_edi_1,GlobalID
Fuller Pl & Hilliard St,2,POINT (-71.12315268071238 42.374439961092484),1050,,757994.94,2961700.39,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{C41B8B7D-13BE-45B8-82F0-F10952173290}
Houghton St & Prospect St,2,POINT (-71.09744959966942 42.37434932060747),1051,,764940.3,2961699.09,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{F3CF1846-B545-4B0A-9633-6EAB02178E4A}
Brattle St & Farwell Pl,2,POINT (-71.12189584885888 42.37442604059338),1052,,758334.57,2961696.82,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{CA718953-44AB-4DAC-83D3-C6A797499FC1}
Hawthorn St & Mt Auburn St,2,POINT (-71.12642009591815 42.37443012031174),1053,,757112.07,2961692.92,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{74225DC1-6C32-4FD9-BBC5-7CD5F1E1DA90}
Broadway & Prescott St,2,POINT (-71.11363833994193 42.37436830837267),1054,,760565.92,2961685.78,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{39E91610-4A16-4339-B824-6AC119B628A8}
Church St & Palmer St,2,POINT (-71.1201741354629 42.37437849414108),1055,,758799.87,2961681.56,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{1B6AB0AA-7871-4AB1-B453-CA0ABF4CA017}
Elm St & Webster Ave,2,POINT (-71.09474744436253 42.37428994570923),1056,,765670.55,2961680.91,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{4DD10578-A01E-4AA6-B13B-A2F0C9120569}
Broadway & Prescott St,2,POINT (-71.11357848889523 42.374333367376),1059,,760582.15,2961673.12,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{B98E64B5-D480-4BE8-A4F8-82CAA9B8205E}
Cambridge St & Camelia Ave,2,POINT (-71.10513949077162 42.37428421156986),1060,,762862.53,2961665.65,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{6A1FBA3D-5BF9-43DA-AA22-CDAA4D684192}
Cambridge St & Highland Ave,2,POINT (-71.10474086172263 42.37423292786154),1061,,762970.33,2961647.46,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{EAC8B8F7-FA9F-4EB0-A5AE-1DFC454BDFA9}
Brattle St & Story St,2,POINT (-71.12177173728006 42.37428129441816),1063,,758368.34,2961644.22,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{9FC2BF4B-03B1-4533-828C-F115856884E4}
Ash St & Mt Auburn St,2,POINT (-71.12548841112368 42.374292549055646),1064,,757364.04,2961643.89,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{C77E27FF-CE85-4AE8-80C7-F5A7BC82D4F1}
Cambridge St & Maple Ave,2,POINT (-71.10341166695531 42.37406263840841),1068,,763329.78,2961587.07,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{608DE179-8A04-4D9C-8550-00FB3F754F0A}
Cambridge St & Line St,2,POINT (-71.10309705767145 42.374027691461464),1070,,763414.85,2961574.73,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{29BE2029-BBBC-4E4A-86A6-BA81B68E8A2C}
Hilliard Pl & Hilliard St,2,POINT (-71.12372794876737 42.37409614607061),1071,,757840.05,2961574.41,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{552659B7-0705-4066-A2B5-61C32194CF4F}
Massachusetts Ave & Peabody St,2,POINT (-71.11883854915054 42.37407022539554),1072,,759161.26,2961570.83,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{5D36DDEF-B5DF-476A-B754-A5ADFCA8BB4A}
Brewer St & Mt Auburn St,2,POINT (-71.12487689243275 42.37406691473207),1073,,757529.64,2961562.39,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{C0B47960-DDC1-41D6-96D4-90D9802EE0AD}
Broadway & Felton St,2,POINT (-71.11278038917133 42.373967148849374),1076,,760798.41,2961540.64,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{91B6472B-E8CA-463A-9167-653D9F0C1B39}
Cambridge St & Fayette St,2,POINT (-71.102106528553 42.373893294881114),1077,,763682.73,2961527,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{2847DD8C-9035-4B48-9361-733CA330082E}
Brattle St & Church St,2,POINT (-71.12148050498325 42.373949758153806),1078,,758447.57,2961523.75,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{19C635C8-C328-4157-9C82-4E8064DBFB87}
Clary St & Prospect St,2,POINT (-71.09780481698806 42.37385874246963),1080,,764845.16,2961519.86,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{3F14C424-D876-434A-9B72-23B447112D0D}
Highland Ave & Marie Ave,2,POINT (-71.10502306571973 42.37387483504382),1081,,762894.68,2961516.61,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{4E038CBD-0EF6-46FC-8177-1E71CC18834E}
<Null>,0,POINT (-71.08209983432458 42.37375910247383),2137,,769089,2961503.95,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{AC4CAEC5-8BFA-4E43-87DF-26C5DB567323}
Evereteze Way & Windsor St,2,POINT (-71.09295786202834 42.373779321002495),1083,,766155,2961497.13,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{C6F89E8E-57D3-4043-877E-A318467660C7}
Gerry St & Mt Auburn St,2,POINT (-71.12437210166892 42.37387993292685),1084,,757666.34,2961494.85,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{284CC800-772C-4070-B67F-8F620900DCD0}
Broadway & Ware St,2,POINT (-71.1124435476819 42.373833256237894),1085,,760889.65,2961492.26,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{8B3BDBCE-D1AB-48FD-B25C-92F63BFB14FB}
Harding St & Porter St,2,POINT (-71.09035284261687 42.37374866995451),1086,,766858.96,2961489.33,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{40A0966A-A846-4EB2-AADF-BB89E8120D1F}
Antrim St & Cambridge St,2,POINT (-71.10123725248101 42.37378068648343),1088,,763917.81,2961487.06,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{FB73C2D9-40E3-457D-B04A-A673FB03DFE7}
Cambridge St & Hampshire St,2,POINT (-71.1008374083602 42.373729412449535),1089,,764025.94,2961468.88,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{65B15FBB-3058-47EC-952F-162AB53A45B1}
Hilliard St & Mt Auburn St,2,POINT (-71.12416467103951 42.37380530267226),1090,,757722.51,2961467.9,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{A773ABF8-91BC-4F13-B594-FE2D22B1EA39}
Ellsworth Ave & Greenough Ave,2,POINT (-71.1066390386868 42.3737235484023),1091,,762458.28,2961459.46,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{8F38175B-2B32-4A0A-BEAD-32E27DB51EF9}
Mt Auburn St & Revere St,2,POINT (-71.12409513460076 42.373780131852065),1092,,757741.34,2961458.81,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{5797B9E8-7F6C-488A-82E9-487BA73059AC}
Cambridge St & Springfield St,2,POINT (-71.10052886812072 42.37368912857804),1094,,764109.38,2961454.59,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{A917BDB9-70A4-4FEA-8C1C-7DC28BEE9BF7}
Cambridge St & Oak St,2,POINT (-71.09966196611784 42.37357651649606),1097,,764343.82,2961414.65,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{B5C9EB05-F931-418F-88CD-DF5E271DA328}
Bedford St & Porter St,2,POINT (-71.08864315040869 42.37352606117274),1098,,767321.33,2961410.43,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{DBDE4B8C-9FD1-4357-84A6-0A7F44E3CEB4}
Cambridge St & Oakland St,2,POINT (-71.09915407463797 42.373511496875615),1100,,764481.17,2961391.6,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{C225A686-C164-43EA-8660-E6ED16843F6C}
Mt Auburn St & Nutting Rd,2,POINT (-71.12355438301795 42.37357966528328),1101,,757887.78,2961386.4,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{BDB512DF-6EFD-4BB0-A83B-78A5C48EAD1B}
Porter St & Warren St,2,POINT (-71.08794676578192 42.37343625226726),1102,,767509.66,2961378.61,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{23D61E11-2C1A-400C-B3AF-52B4DC875D8C}
Hampshire St & Inman St,2,POINT (-71.10053140301416 42.37347529159363),1103,,764109.06,2961376.66,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{7A96B087-5949-4C8B-9D44-5C7880EFC927}
Mt Auburn St & Story St,2,POINT (-71.1233865039675 42.37351943221366),1105,,757933.24,2961364.65,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{76A8597F-8A0B-405F-8EB7-D607CAABD548}
Brattle St & JFK St & Massachusetts Ave,3,POINT (-71.11938893750578 42.37346706212526),1106,,759013.52,2961350.36,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{447DB72F-52DE-48F5-A830-F0B4B11A67F2}
Cambridge St & Prospect St,2,POINT (-71.09813952754865 42.37337964412123),1107,,764755.54,2961344.84,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{B0266A93-59ED-4042-A864-BC4802212E98}
Maple Ave & Marie Ave,2,POINT (-71.10394458735956 42.373394426295526),1108,,763186.91,2961342.89,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{6BD170D5-B42C-4EBD-A2E8-BE44CD5285EA}
Broadway & Broadway Ct,2,POINT (-71.11138266378096 42.37341356583403),1109,,761177.01,2961340.62,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{ECC36807-5160-4E02-AA29-459CF96019AE}
Nutting Rd & Revere St,2,POINT (-71.12431234303885 42.373423563287076),1110,,757683.22,2961328.61,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{CA7EFB25-71C4-48C0-B96D-78FA1F217DCF}
Brewer St & Chapman Pl,2,POINT (-71.12533990702245 42.37339749817487),1111,,757405.6,2961317.89,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{5C60ED24-2CC3-4AFA-B524-ECFB235FBAAB}
Brattle St & Palmer St,2,POINT (-71.11991343541351 42.3733708055072),1112,,758871.95,2961314.65,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{DF76F025-3321-4996-A34F-02CA8619357C}
Monsignor OBrien Hwy & Sciarappa St,2,POINT (-71.08102545824165 42.373227700226316),1123,,769380.26,2961311.72,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{06BDADF7-8830-4343-8E98-F91A1FAA9CC2}
Mt Auburn St & University Rd,2,POINT (-71.12295962613462 42.373362993772155),1115,,758048.84,2961308.15,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{61364367-EE7A-43B4-AB22-97E9AEFE6FE1}
Dunster St & Massachusetts Ave,2,POINT (-71.11858101203092 42.37333341150998),1116,,759232.05,2961302.63,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{5DBB90A4-2F16-4DC8-B29D-A3BC1AF28039}
Cambridge St & Tremont St,2,POINT (-71.09712977845598 42.37325048839845),1117,,765028.61,2961299.06,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{BFC99D61-DF9D-403D-B604-C87C6A2B5719}
Cambridge St & Tremont St,2,POINT (-71.09705171931792 42.37324041864023),1118,,765049.72,2961295.49,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{ADABF385-B521-4DEF-8F6C-6B2C0ECB5961}
Harding St & Jefferson St,2,POINT (-71.09047168103471 42.373216275680605),1119,,766827.78,2961295.16,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{6E0A019F-5E9C-4875-9B4F-B800D313884B}
Greenough Ave & Highland Ave & Highland Pk,3,POINT (-71.10550752878343 42.37326525485423),1120,,762764.8,2961293.86,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{0F075F15-67FC-4A8C-9952-32A991DAF2EA}
Columbia St & Webster Ave,2,POINT (-71.09442630065597 42.373214261149315),1122,,765759.19,2961289.32,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{EB807623-A41B-49C8-A8D9-B9C8EC846444}
Hawthorn St & Memorial Dr,2,POINT (-71.12662612121701 42.373320592833565),1113,,757058.17,2961288.34,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{F7595881-C26A-4B0D-8545-AC9EF30C2BEC}
Ellsworth Ave & Ellsworth Pk,2,POINT (-71.10703013744471 42.373247306405986),1124,,762353.4,2961285.42,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{E5FEE26E-6665-46D4-B7BD-B535E4849306}
Greenough Ave & Highland Ave & Highland Pk,3,POINT (-71.10553901629795 42.3732306228466),1125,,762756.35,2961281.2,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{92D36706-34B4-43AE-A623-2388F1C9C76B}
Fainwood Cir & Fayette St,2,POINT (-71.10270350268121 42.373169193652764),1127,,763522.65,2961262.37,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{31A7D966-1573-4DA9-8FA0-3E922619B8EC}
Broadway & Trowbridge St,2,POINT (-71.11083606469255 42.373196088626486),1128,,761325.07,2961262.04,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{06301880-6709-4224-9544-CEF148811DD7}
Brattle St & Eliot St & Mt Auburn St,3,POINT (-71.1207374857437 42.373216701597286),1129,,758649.53,2961257.5,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{A6D0975F-1104-47D7-AB0A-1DDBEE6428E0}
Cambridge St & Norfolk St,2,POINT (-71.09623889946775 42.37313332108785),1130,,765269.54,2961257.5,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{D0FB5764-D066-4CDC-B47D-69246EFB1973}
Mifflin Pl & Mt Auburn St,2,POINT (-71.1225183812544 42.37320206119219),1131,,758168.33,2961250.03,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{DAE01DE0-2E28-46C2-A299-517BD490C0B8}
Coolidge Hill & Coolidge Hill Rd,2,POINT (-71.13893866017678 42.37323517989497),1136,,753731.28,2961242.89,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{16D45134-6E3A-4E97-ADC9-FEFAC3295EEA}
Gore St & Lambert St,2,POINT (-71.08649294666209 42.37304612366849),1137,,767903.19,2961238.34,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{54154327-FF54-447D-B9FF-B0AB381A601A}
Holyoke St & Massachusetts Ave,2,POINT (-71.11789504854829 42.37310483129544),1143,,759417.78,2961220.16,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{9A687E25-FCAF-4414-B93C-9A53941B4410}
Jefferson St & Marion St,2,POINT (-71.08878475255591 42.373000884567205),1144,,767283.99,2961218.86,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{D98F6FDB-3342-4495-9132-BC26EDED0F4B}
Cambridge St & Elm St,2,POINT (-71.09534561272346 42.373017016497755),1145,,765511.12,2961216.26,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{5B2C8146-48EA-455E-91B0-AB83F127DF21}
Brewer St & Ross St,2,POINT (-71.12551347163866 42.3731040360408),1146,,757359.17,2961210.74,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{A1F1EB46-D2B1-4638-8084-EAA95608A4C8}
Ash St & Memorial Dr,2,POINT (-71.12629698613353 42.37309944950172),1149,,757147.46,2961208.14,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{7273EBA9-6C5B-4786-BD27-5C7626E370AB}
Sciarappa St & Stevens Ct,2,POINT (-71.08110326923013 42.372911673663964),1151,,769359.8,2961196.45,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{72F7CB03-79EC-474C-A097-5CF647812522}
Jefferson St & Warren St,2,POINT (-71.08807037449337 42.372907444754354),1152,,767477.19,2961185.74,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{2FB2E001-C176-4881-A5CF-010C73E41882}
Hampshire Ct & Hampshire St,2,POINT (-71.09987748067223 42.37294198538625),1154,,764286.67,2961183.14,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{69969215-D5E6-4297-AA25-A59F2135A3C9}
Cambridge St & Columbia St,2,POINT (-71.09451235950644 42.372911618488516),1155,,765736.46,2961178.92,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{00BA2835-BD84-44C9-9C6B-91E2CF6DCBB4}
Coolidge Ave & Coolidge Hill,2,POINT (-71.13994188940588 42.373048517104536),1156,,753460.48,2961173.72,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{EB89275D-EC95-485B-97E6-1BF3447D41F3}
Gerry St & Ross St,2,POINT (-71.12499292713794 42.37294107112531),1158,,757500.09,2961151.97,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{77D71CDF-BCE5-46D8-93EC-7AD5387489BB}
Fifth St & Winter St,2,POINT (-71.08281636502933 42.37279139723727),1159,,768897.11,2961150.35,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{8B07EC43-F10A-4C5B-8320-209200439BE7}
Amory St & Hampshire St,2,POINT (-71.09975911306694 42.37284533886175),1160,,764318.82,2961148.07,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{2A1F6261-BBF0-41F8-AEA9-44C01EF6443F}
Winter St & Winter Street Pl,2,POINT (-71.08245481734025 42.37277224894129),1162,,768994.84,2961143.85,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{DFD01ED2-EAFE-46DF-B3AD-2806F73E52B7}
Linden St & Massachusetts Ave,2,POINT (-71.11711890873931 42.37288749939676),1163,,759627.86,2961141.9,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{F0E0FF8D-7E1F-4018-8488-FC44D1C6783B}
Eliot St & Mt Auburn St,2,POINT (-71.12140045149664 42.372868714381006),1166,,758470.95,2961129.89,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{8BA617B4-7987-452F-91AB-2B6334F2ED1F}
Cambridge St & Windsor St,2,POINT (-71.09328771214186 42.37274959299819),1168,,766067.66,2961121.45,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{400A94DC-674A-4735-A5D8-DA1385CFD615}
Gerrys Landing Rd & Memorial Dr,2,POINT (-71.13444051359124 42.37288594972763),2136,,754947.29,2961120.8,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{80968BF4-54EB-4755-AA9D-95EC4CEA6BE2}
Bennett St & University Rd,2,POINT (-71.12331245750936 42.37283490047944),1169,,757954.35,2961115.28,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{3E91F95C-0CEC-417B-9E9A-452B7CF423DF}
Mullins Ct & Winter St,2,POINT (-71.081778853818 42.3726860440454),1170,,769177.65,2961113.33,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{570F9C69-B4C0-4D4B-93EB-ABA40B731DD0}
Broadway & Ellery St,2,POINT (-71.1097284630609 42.37275218668196),1172,,761625.1,2961101.64,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{86EF366C-997D-4632-B818-725422D46656}
Sciarappa St & Winter St,2,POINT (-71.0811713380706 42.37260809711737),1173,,769341.95,2961085.73,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{1F33EF58-AEE7-4427-BE63-EB49DAF656DF}
Cambridge St & Evereteze Way,2,POINT (-71.0925036985839 42.37264792179219),1174,,766279.69,2961085.41,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{515DEF86-59CD-4469-92A2-21FE2AD06A00}
Gore St & Rufo Rd,2,POINT (-71.08523773803508 42.37259788728894),1175,,768243.16,2961076.64,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{19B59E9A-9355-401F-8677-5F0E0B1F8F63}
Monsignor OBrien Hwy & Winter St,2,POINT (-71.07976562759497 42.372578026671576),1178,,769721.85,2961076.64,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{7DD08E65-949C-4D06-936D-4259575C51B7}
Massachusetts Ave & Plympton St,2,POINT (-71.11641834912518 42.37269360170627),1176,,759817.48,2961072.09,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{0266AD5D-3BC8-457C-8321-EFED697D28E2}
Gore St & Seventh St,2,POINT (-71.0851382685244 42.37255743761109),1179,,768270.11,2961062.03,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{3114717D-8E23-46BF-B9CB-A49562ED9671}
Macarelli Way & Marion St,2,POINT (-71.08888136914246 42.37255839067158),1181,,767258.66,2961057.48,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{4DE0324B-4396-4132-A7DD-60F6F278B577}
Carlisle St & Prospect St,2,POINT (-71.09870211734854 42.372586841402665),1182,,764604.88,2961055.21,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{3A759B82-4E57-4D07-BD1B-A0BA74BA559D}
Cambridge St & Willow St,2,POINT (-71.09182055512943 42.372559939420135),1185,,766464.44,2961054.23,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{EF1FF28E-E7C9-4A5B-BAE3-BDF3929A71B2}
Eliot St & Winthrop St,2,POINT (-71.1215807908207 42.372651894900144),1186,,758422.57,2961050.66,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{7AA6DF0B-1D53-4F02-BEE6-06C205C455C1}
Macarelli Way & Warren St,2,POINT (-71.08818137626467 42.372473015640026),1187,,767447.96,2961027.28,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{F2E5E4E4-FBC9-41C5-BB59-DA2AA8BDC6F1}
Cambridge St & Hunting St,2,POINT (-71.09120223954783 42.3724793454278),1189,,766631.66,2961025.66,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{CBA79D5B-6314-40B3-AFEA-3D9D61B1B350}
JFK St & Mt Auburn St,2,POINT (-71.1201453850081 42.372566103983935),1190,,758810.58,2961021.12,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{9C33CA2D-8D70-4B90-ABD6-74AC1ABBEF99}
Harvard St & Massachusetts Ave,2,POINT (-71.1159986562271 42.3725460795263),1191,,759931.13,2961018.84,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{76BECAAE-09BF-4B86-9950-5CA933DC7D84}
Monsignor OBrien Hwy & Third St,2,POINT (-71.0794422584415 42.37241645345024),1196,,769809.52,2961018.19,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{8A56F5BE-CA54-402E-AFF1-2EBECA3D1AF4}
Cambridge St & Harding St,2,POINT (-71.09065595057017 42.37240880079432),1193,,766779.4,2961000.66,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{75C9C959-CC4B-41A1-AC30-B191CA3FDEA1}
Gore St & Sixth St,2,POINT (-71.08461315064426 42.372374652921316),1197,,768412.33,2960996.11,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{083E6AFD-750F-4616-BF3B-E882E36B2468}
Columbia St & Harrington Ter,2,POINT (-71.09480552739028 42.37235220129454),1199,,765658.21,2960974.68,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{502C0488-4254-462F-B951-0B24FBB0C879}
Gore St & Gore Street Pl,2,POINT (-71.08408381913159 42.37228720731391),1200,,768555.52,2960964.94,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{E4CD14CF-E1A0-4D24-B593-C91DFBFFEE3C}
Berkshire St & Cambridge St,2,POINT (-71.08974947876806 42.3722915276303),1201,,767024.55,2960959.1,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{BC4E0215-FC3F-4C9C-984A-180D6A3E13CD}
Broadway & Dana St,2,POINT (-71.1086172581417 42.37231896360748),1204,,761926.09,2960945.14,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{2C88707E-58FB-406D-94C2-2B1B331E844D}
Trowbridge Pl & Trowbridge St,2,POINT (-71.11143151208516 42.37231157347912),1205,,761165.64,2960938.97,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{F03C2D5D-56CD-4FD3-A131-E4F555958EDF}
Harvard St & Quincy St,2,POINT (-71.11514695547609 42.37230534944213),1207,,760161.67,2960932.15,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{4DEA2069-14BB-4D92-B2E1-4766DDD3E16F}
Carlisle St & Tremont St,2,POINT (-71.09766012971843 42.372239259074334),1209,,764887.04,2960929.87,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{0E79C4F1-1C92-45C9-90E1-8DAA87A32F92}
Bennett St & Eliot St & Murray St,3,POINT (-71.12185804410595 42.37230620280249),2238,,758348.21,2960924.35,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{832F702D-D505-4423-97B1-C88AEC6D540C}
